47000:860378,816553,879843,878130,872106,902076,901348,857824,880934,902360,831977,864710,895935,893208,834582,873938,847556,959675,887056,919134,868386,868210,900769,899792,909004,850843,878886,880147,873084,905374,854353,833693,909213,878323,869634,930384,893623,855919,927909,840751,872654,960369,842238,858127,871341,865177,875124,888850,868357,917858,884986,820067,902005,873414,849987,872338,839066,924761,861907,878467,851374,872896,882322,869920,824038,847003,893382,835013,856976,884256,923451,903722,839120,973842,854800,915117,856698,882901,867265,880922,900239,848096,880827,919002,825302,890266,860474,875961,956617,864276,862766,868710,886025,858604,869549,873214,840451,821385,858874,939788,
48000:908992,854485,872815,916752,854691,980062,897133,889424,865882,970986,944192,893832,878660,936399,917358,953927,867170,949272,881972,935994,889584,886052,958586,933227,922982,896056,915522,876906,883574,894051,907312,908475,968519,904865,898939,910999,942661,909464,906892,919282,974428,1026323,855574,933857,894917,875420,878922,921683,878353,890829,883589,961961,879313,890246,936302,937608,888638,939266,884857,896439,896112,905852,872544,863995,892748,913165,893637,878889,937080,899283,842141,873451,854798,892157,887809,905511,874626,935842,908823,892633,886862,926011,888724,885733,965435,909119,879102,896771,896285,872003,857521,905573,860713,906059,894228,929489,910029,891219,876046,906376,
49000:931452,884470,907070,1016892,868327,909751,903824,931689,875990,922748,904640,979752,892688,890971,919619,1018239,893168,892233,890571,899290,933773,928166,975210,953981,878166,917048,926050,936901,932711,897313,877027,892492,919431,976375,937946,930469,1032685,888485,901901,888998,910276,868156,937004,966091,946313,1007185,915362,890526,874089,946891,970858,902620,911234,918941,920182,901719,920919,941498,909170,992394,872474,961602,890985,915094,924549,873234,881939,954010,929323,960595,938142,927267,1096450,898046,928836,960461,940041,924049,936077,910560,873044,928418,914508,876349,909526,896812,889478,905412,915822,874588,936273,913825,898619,940254,891357,909330,878153,925095,913893,880255,
50000:971068,911074,1021884,958047,935211,952616,956454,933238,920315,977081,901419,995887,913084,942393,938928,981417,898909,969144,951483,909308,916045,911524,963986,940437,936882,957763,959481,969310,932933,930241,897837,951367,987235,948440,936927,935294,967854,955435,938393,960365,917996,942433,924385,945295,935186,967633,943791,1001665,942100,949241,918046,942591,967100,957703,904753,912333,998123,939470,900995,901589,946775,1002960,922255,958175,944517,930766,911058,935981,906465,962489,962168,962151,911371,945966,917126,923492,889020,893009,1008800,919025,976722,989662,935865,945203,978559,924426,1002240,922713,952255,934644,1023510,913440,937351,893971,935735,904209,991553,928179,1021793,991469,
51000:989549,995351,948567,974892,926274,931386,963905,945850,1006282,930132,974859,947402,945741,925288,955021,929493,946285,964479,945625,951855,1003123,1004349,977498,944060,946808,939935,936756,985663,981784,942920,954407,958291,942292,1024275,915755,909668,944144,925008,963783,953779,1021085,1006617,940947,1029917,947830,973954,953356,979724,948482,968457,1021968,1013182,955069,932619,1003485,933231,950861,918682,948907,900623,980424,916303,967298,961530,947521,996781,909627,926921,996823,988313,979604,971165,955650,932693,968271,985112,964538,936039,1006042,973579,936689,977865,926156,984081,974734,957938,953096,940599,975188,973877,910456,928312,983125,936407,940387,978651,932606,937804,998705,971175,
52000:1041875,973872,966690,1062969,1013656,952367,1015481,992694,1013227,984931,967962,956109,966115,982054,1007552,1015221,949683,920290,1014732,964366,1002784,1048127,952410,1013332,988072,994124,991432,948830,1034678,981420,988793,1034557,974080,955999,987717,1006740,954125,1022813,977760,971316,972441,1010784,938326,1034468,940395,972104,935212,931563,978309,963839,945428,1023026,934350,980034,960785,981557,995939,999241,955565,990402,917154,942543,957643,958507,974147,933593,960389,928928,941966,950967,1034414,951881,1035643,1031518,931321,962294,968632,977933,971258,1086138,991081,1003590,968481,915846,989228,1009617,958112,975628,962368,978713,995389,971947,981130,1009090,958295,997252,945076,982781,963233,998922,
53000:977807,1032066,1030416,1014694,1034813,1008971,963820,1020110,987841,991168,995127,956680,983279,1055892,984671,1037912,1058296,971698,974011,1017069,1006156,979998,950249,1006036,956625,954935,1038767,1005163,995273,1071856,1063192,982650,1041089,1006329,975371,1007093,1028241,987919,960692,1073992,964711,1040154,991811,1050638,994453,993025,1013689,945987,943935,995847,1030127,972147,1048858,1060824,978177,960041,1010768,982261,1069491,1045127,981513,983250,1019914,994673,1021362,994618,982534,992938,985345,947970,1015168,1006882,1025801,950681,986765,970153,1058702,954025,1028288,1027750,984930,945749,994458,988650,1007503,1035039,1055271,999259,1015407,997205,1010695,952516,1037678,980352,982209,959287,1064326,1048799,1019485,1001681,
54000:1046670,1005731,1063071,1028858,1035183,1078038,974924,1000131,1077802,991157,1027255,1052989,1045201,998210,1032705,1123371,1021793,1073826,1079482,1027873,1053142,989583,978826,986383,1035746,1021766,1080564,1024616,1041885,966003,1021047,1030907,1002230,1014175,1004501,994727,1027693,965630,1052933,1021697,1019813,988329,1039177,1017846,1090441,1036885,982204,1070361,1044656,1023112,981643,1071535,1029183,975086,954706,1079801,985676,990839,1032725,1014327,997250,1022954,999501,1017620,1015992,992910,987234,992021,1034653,1084488,1054300,996896,984741,1065404,1025104,1028981,1006792,999129,1000775,1012677,1023945,1008722,1082491,993446,983085,1062955,1062851,1003856,1008363,1084172,983597,985172,1077570,1008706,997829,989771,1071356,992108,1054746,1016290,
55000:1050257,1005260,1012851,1054202,995713,1037459,1025006,1025367,1003274,1008571,1069020,1039887,1003295,1048205,994437,1017411,1010536,1068039,1085288,1018389,1138210,1043955,1012530,1073240,1079747,1032869,1040201,1079395,1049602,1077406,1051816,1032029,1076256,1022652,1063727,1035502,1047246,1056437,1031106,1015361,1032831,1027076,1120019,1029493,1092161,1025890,1006432,1019092,1026667,1076251,1038502,1059202,1057502,1081721,1047545,997352,1018592,1041258,1034521,1067713,1020881,1029449,1081361,1021676,1024518,1100499,1063482,1027810,1034773,1019265,1047175,1083845,1069796,1022574,989247,1004251,985562,1100661,1010685,1095488,992486,1024695,1076239,1060058,991023,1081780,1031250,1038624,1036259,1075321,1037621,1029162,1031170,1067743,1039528,1020652,1171406,1167444,1003639,1028983,
56000:1140741,1058840,1097509,1053801,1030571,1051986,1094864,1021759,1083457,1066490,1044445,1046265,1024460,1109421,1026540,1025958,1126156,1094141,1041809,1019852,1073410,1078974,1041534,1055583,1049985,1062403,1087309,1065977,1094983,1100947,1092455,1061504,1051249,1146824,1089992,1075617,1093515,1096939,1052922,1015570,1028286,1055348,1053950,1033300,1028240,1114168,1087382,1028131,1014336,1090165,999630,1079251,1016860,1098457,1063830,1037783,1069381,1059553,1023223,1037133,1068694,1164264,1008055,1101082,1074771,1034984,1078078,1119605,1041334,1026644,1039910,1040594,1017114,1146561,1018791,1035270,1038590,1116977,1029023,1078041,1062710,1042003,1093090,1173666,1121128,1077783,1039490,1092330,1062253,1079472,1075945,1099917,1060516,1044910,1072636,1065012,1066716,1066646,1053557,1081029,
57000:1130378,1098022,1082737,1120900,1105021,1131878,1054022,1062426,1116388,1127838,1072359,1030360,1060813,1074509,1078522,1040585,1055557,1199144,1039030,1042594,1040031,1099062,1172827,1133916,1120894,1116762,1038393,1048743,1066981,1069180,1074270,1092629,1132567,1105668,1084221,1082130,1101438,1068006,1069034,1014783,1143046,1099272,1074490,1152296,1079940,1087979,1048766,1095710,1103015,1144051,1032162,1110328,1095984,1088793,1030503,1034194,1104883,1103967,1089571,1086470,1176647,1072901,1075163,1073164,1047284,1067421,1084732,1136481,1074789,1177224,1093990,1096457,1038960,1080201,1049565,1066611,1034573,1125125,1113106,1074421,1149815,1011681,1104704,1150675,1061056,1100150,1023412,1102144,1064855,1081804,1095374,1066186,1084560,1118093,1140203,1101008,1112528,1055630,1108978,1089137,
58000:1057529,1073403,1103166,1055213,1126163,1082615,1134651,1072199,1073091,1087038,1077764,1096345,1085625,1087946,1111823,1106700,1158078,1114162,1152055,1092454,1154508,1108645,1164279,1190950,1123518,1146252,1143266,1123067,1170390,1109366,1095086,1062066,1086154,1097292,1075692,1051368,1084738,1099672,1172489,1101538,1065247,1106429,1061298,1223633,1097009,1057366,1130734,1197104,1143922,1097692,1104148,1108422,1163009,1124528,1227923,1088717,1114417,1133189,1046990,1103418,1064851,1103718,1046127,1079434,1079976,1079222,1132800,1151624,1097143,1053634,1124031,1115831,1108059,1156795,1083164,1080367,1137341,1219628,1086702,1084962,1111119,1090412,1066854,1110350,1215709,1138174,1123173,1109495,1125195,1066891,1103259,1114177,1092864,1152521,1102367,1103273,1067122,1082148,1073199,1149706,
59000:1147516,1127174,1097652,1133624,1175555,1134760,1084631,1153798,1094767,1095294,1084093,1126965,1101344,1155309,1085898,1085786,1139056,1094524,1130471,1110594,1132400,1186021,1116770,1070767,1193057,1235479,1072365,1116176,1169582,1184803,1082794,1100978,1092351,1170737,1143606,1085900,1154019,1151437,1108200,1098347,1129068,1191501,1057081,1063146,1135267,1113312,1145776,1120213,1164094,1216939,1073047,1165963,1142170,1067782,1112268,1143465,1101510,1099845,1131175,1123364,1104264,1143623,1143581,1085947,1093322,1092270,1139363,1097826,1101163,1120949,1144022,1128654,1161625,1170575,1097047,1104008,1114755,1141328,1090467,1132635,1089394,1096255,1141593,1123391,1159774,1095628,1108302,1146706,1150837,1113258,1111476,1208185,1192768,1099475,1191740,1093244,1175293,1145035,1167391,1098540,
60000:1172917,1143742,1154398,1103195,1124966,1101097,1090126,1156308,1187044,1158407,1216749,1090182,1126623,1114388,1117580,1151377,1124453,1107148,1190225,1108646,1148420,1130977,1165219,1139276,1187234,1132093,1205293,1132951,1157337,1110769,1130395,1152523,1133824,1138247,1162215,1204977,1170964,1137938,1174580,1162425,1127221,1133053,1136117,1173988,1127369,1178077,1189143,1136365,1212182,1128342,1155250,1219463,1179645,1221049,1154472,1188747,1130352,1205035,1146504,1266189,1136641,1111122,1068914,1145195,1177936,1128573,1122223,1205410,1129725,1122787,1134835,1149899,1136418,1149811,1148228,1137642,1182308,1229724,1104930,1149822,1151815,1148152,1151775,1150442,1157358,1078935,1169453,1250077,1116329,1118638,1291679,1161891,1199567,1137286,1184631,1159283,1180919,1156646,1094379,1175602,
61000:1180402,1153827,1150142,1287026,1212085,1202078,1162509,1164637,1205197,1206304,1161316,1173191,1136774,1141846,1149602,1205823,1166512,1149071,1168651,1128212,1163666,1184930,1174567,1202232,1159119,1163795,1148650,1122495,1148118,1179363,1183517,1168389,1156052,1175317,1311078,1232747,1105422,1210794,1179196,1180791,1143906,1134613,1217180,1158750,1177015,1144832,1156087,1219721,1164544,1159964,1203161,1123232,1165698,1224096,1135242,1192330,1149155,1171177,1158501,1135304,1132902,1205126,1224574,1097522,1105972,1122577,1213180,1176415,1177873,1193847,1214767,1163544,1186897,1178906,1147481,1111108,1142368,1180920,1152764,1167786,1157047,1225074,1166832,1121799,1199494,1145013,1163106,1212008,1155008,1307337,1206783,1170895,1193536,1153343,1205132,1256397,1205979,1155485,1144720,1118868,
62000:1156296,1319761,1173516,1159515,1197677,1224527,1272944,1159912,1223493,1156678,1156769,1134239,1188253,1152849,1230400,1199998,1241808,1176303,1227811,1262625,1189056,1287942,1162498,1148080,1183876,1162994,1185689,1206747,1249780,1194662,1191585,1162152,1135087,1180381,1156854,1159767,1225678,1150316,1197411,1153437,1152667,1156131,1271784,1238991,1178645,1220649,1258305,1145750,1167381,1206978,1191362,1196359,1209404,1200095,1207760,1116163,1235903,1253793,1199052,1207030,1332635,1269566,1221367,1152640,1151335,1150427,1124821,1213191,1158861,1178542,1171605,1116289,1262010,1177422,1199548,1151205,1138632,1217925,1136367,1155129,1202384,1151896,1239578,1207956,1137197,1184972,1176098,1209302,1184390,1211181,1142765,1167185,1166309,1158518,1261919,1262149,1177403,1258654,1220252,1285692,
63000:1201738,1219757,1240811,1202925,1180486,1219264,1215665,1134129,1275615,1219946,1157867,1216067,1199852,1223173,1237460,1278514,1214512,1188865,1195750,1230894,1172791,1190913,1159544,1181090,1209358,1174621,1187526,1247144,1167128,1272546,1276117,1162190,1234994,1172563,1216369,1170626,1148029,1149259,1156868,1185106,1201531,1164333,1248635,1191801,1179335,1144775,1168137,1230891,1236001,1190010,1250053,1340286,1188254,1229588,1255488,1245098,1153695,1165864,1175372,1178340,1177621,1319910,1224657,1176680,1174350,1164600,1155404,1244549,1200634,1178162,1242845,1209541,1260481,1198524,1230063,1226917,1191485,1161696,1203884,1196683,1231647,1131017,1201674,1173748,1233292,1183869,1208024,1264627,1208984,1196220,1201074,1210778,1227490,1238663,1200239,1164967,1193891,1234751,1173454,1280550,
64000:1227844,1233778,1201204,1219466,1225688,1256593,1283105,1282133,1214053,1223187,1221005,1224670,1208165,1278105,1369064,1170290,1259703,1190816,1176513,1204278,1260355,1211489,1212176,1204592,1241310,1205742,1238579,1207050,1217092,1217724,1212163,1280302,1214881,1225706,1220532,1245323,1188724,1257622,1198944,1228080,1189632,1217229,1275763,1180039,1182314,1229849,1246277,1373761,1272966,1201762,1250932,1242409,1210738,1250502,1268252,1338311,1217330,1313054,1205862,1186139,1218416,1359949,1374431,1249520,1269340,1264215,1223042,1224143,1219244,1225180,1238173,1221067,1203353,1216895,1208151,1279341,1277442,1193894,1256867,1210230,1228383,1210569,1179901,1300083,1193190,1291603,1234738,1260709,1207700,1178590,1167261,1231791,1193493,1250713,1286411,1212334,1266934,1245004,1258150,1188409,
65000:1238627,1228070,1230429,1200762,1333609,1260851,1337237,1262013,1245271,1405091,1250870,1249132,1248438,1295824,1266792,1320850,1342565,1229689,1250486,1270424,1364701,1305645,1303113,1271083,1219304,1247394,1215807,1327239,1290899,1214026,1303110,1230576,1256227,1214958,1229283,1217642,1300948,1228316,1234276,1229777,1290353,1356156,1181978,1304245,1326798,1220288,1321733,1286200,1246437,1224701,1254665,1207847,1359037,1207873,1277659,1286822,1239183,1284332,1327900,1237926,1199346,1226693,1286503,1207030,1299772,1226394,1296053,1329109,1271243,1274949,1253573,1241100,1277236,1308183,1205076,1292825,1301416,1273655,1243925,1394220,1332299,1247310,1335448,1255651,1277879,1181855,1202476,1222368,1227457,1271472,1346661,1234050,1269738,1348413,1256736,1244234,1257846,1189764,1293923,1304000,
66000:1224149,1243932,1239182,1344534,1283589,1237168,1308864,1307096,1357847,1296124,1356373,1245122,1332228,1316296,1245754,1306230,1260545,1259161,1256737,1254825,1222505,1250963,1298237,1240445,1273680,1325526,1209389,1259452,1447265,1224678,1342522,1309479,1276269,1263460,1240481,1273248,1307549,1267308,1265627,1249256,1286015,1234357,1313672,1323128,1296633,1273089,1256499,1282130,1277091,1261171,1271661,1289942,1257004,1208514,1253183,1242907,1241623,1309323,1241214,1446888,1278303,1221785,1245589,1295703,1225234,1284760,1221686,1300732,1270590,1365792,1347978,1318481,1262444,1284133,1250659,1336663,1245623,1252475,1349689,1326312,1250684,1243730,1270466,1262437,1236671,1197318,1302495,1394492,1241052,1293898,1312228,1262991,1282193,1275333,1266489,1255439,1282558,1245999,1293156,1264168,
67000:1295708,1414787,1273467,1390409,1303992,1286344,1346914,1296390,1251099,1392370,1254715,1303114,1292581,1259263,1372111,1236992,1344721,1315393,1431127,1411911,1252939,1345301,1269309,1248377,1289961,1294570,1284921,1294128,1277687,1397300,1259068,1330552,1320199,1254787,1311691,1289537,1323910,1367514,1255215,1267760,1275129,1324986,1242256,1278306,1263384,1299980,1298041,1240407,1214443,1280513,1266600,1259468,1418938,1301605,1253228,1251312,1327017,1280505,1279133,1261965,1264853,1301722,1250522,1316301,1385759,1367515,1337229,1292088,1279530,1260655,1320582,1359659,1252235,1346391,1299183,1272800,1249044,1262490,1321355,1379836,1393544,1333948,1296178,1234563,1238265,1263165,1303453,1342946,1332240,1277768,1364320,1263729,1276329,1271667,1268647,1265936,1282558,1295850,1228680,1282202,
68000:1414180,1316895,1279658,1333231,1318108,1278862,1291837,1329754,1250193,1328305,1435306,1307742,1315518,1403958,1300446,1449294,1415793,1348527,1370211,1268912,1270809,1280754,1240835,1405747,1323741,1358885,1262205,1294200,1384010,1344963,1366997,1289677,1385474,1357135,1365047,1304902,1275479,1321950,1335201,1288708,1286035,1282680,1365760,1355940,1272742,1261872,1341924,1274397,1347289,1283496,1271788,1262731,1303804,1360594,1249805,1260437,1319116,1357665,1286100,1292820,1324306,1291598,1303744,1275270,1322700,1374195,1339878,1385963,1318161,1390457,1386578,1299972,1320787,1310112,1282887,1255242,1288157,1332516,1318472,1372202,1306713,1266625,1237685,1239569,1252879,1304870,1275459,1329662,1370835,1302850,1331982,1353406,1293362,1323481,1315082,1322624,1386064,1336909,1252486,1326940,
69000:1344361,1397081,1348952,1463570,1319724,1577507,1298656,1311197,1306371,1274742,1372845,1341298,1331422,1394841,1382745,1282161,1360887,1301112,1292384,1439208,1340883,1285912,1404384,1379624,1379603,1361527,1311328,1279818,1343997,1346915,1354940,1295562,1343729,1371426,1404451,1304292,1343571,1334862,1301155,1403450,1311081,1314647,1382543,1405491,1344202,1297723,1320613,1356480,1305444,1293026,1390749,1266207,1301422,1295486,1348616,1444496,1338484,1318599,1351638,1345100,1382050,1277729,1341840,1406533,1386474,1286401,1339529,1395032,1385213,1385219,1299146,1274364,1377399,1369116,1454829,1390276,1359318,1348526,1393150,1283806,1335592,1362673,1317896,1356637,1312334,1406666,1326368,1258160,1348876,1404881,1377012,1312345,1341342,1297916,1403828,1365168,1389330,1345201,1367990,1345990,
70000:1365849,1360984,1374368,1333248,1408580,1318054,1355453,1408119,1409385,1342924,1433487,1336442,1364222,1360976,1295167,1377363,1337120,1303405,1457073,1369699,1319869,1302581,1413153,1325838,1401747,1350397,1426491,1441801,1332721,1303616,1346508,1369650,1338850,1367978,1418042,1323253,1330004,1381012,1297476,1387154,1373956,1343991,1340965,1387025,1328386,1415912,1425030,1382907,1356820,1296872,1341437,1299685,1344918,1337599,1466638,1317948,1366019,1347198,1364928,1296796,1347484,1364953,1362429,1319278,1436236,1332956,1382542,1408092,1358435,1355180,1308317,1336974,1465985,1394597,1325357,1394913,1308535,1396994,1496294,1416943,1332865,1327328,1367261,1368134,1379543,1375909,1422751,1423961,1364619,1300270,1306450,1297762,1360719,1315490,1441758,1387034,1323841,1356594,1423756,1285461,
71000:1373752,1317548,1368825,1333356,1390326,1377835,1336286,1358756,1562195,1437896,1368622,1326422,1358796,1379415,1313020,1408205,1415875,1352356,1379216,1370744,1411112,1394971,1379644,1370106,1411460,1484342,1401156,1424470,1426195,1387469,1429978,1385538,1394718,1363611,1382209,1484477,1433496,1443522,1361989,1356151,1498556,1300403,1330059,1375747,1422978,1382158,1316534,1404486,1343335,1352659,1372484,1341444,1438660,1314337,1347117,1348531,1342363,1328049,1364306,1392067,1420483,1339917,1408009,1394962,1333104,1438380,1384686,1339082,1459670,1387611,1376679,1438498,1383302,1384940,1365769,1358016,1389215,1402363,1478674,1350764,1371976,1358474,1418638,1348423,1336667,1361386,1338039,1346268,1359034,1392263,1348799,1330387,1394606,1370655,1318370,1351453,1374910,1430968,1460349,1416089,
72000:1413693,1381234,1422212,1518985,1394269,1471295,1442488,1335122,1384303,1393841,1419312,1389174,1476648,1354413,1369719,1495124,1421694,1437672,1342640,1407637,1483640,1370081,1384183,1386391,1423543,1376965,1476026,1336432,1466251,1362888,1470792,1412099,1403782,1383710,1418655,1367716,1347449,1484739,1349319,1365974,1397372,1446158,1394332,1371214,1368352,1355974,1349495,1445222,1542008,1367926,1372755,1379764,1428301,1338862,1466106,1416955,1363487,1454312,1412790,1390091,1416433,1409095,1407283,1393006,1407103,1376998,1420506,1327050,1455968,1426226,1479184,1339050,1471779,1420620,1524395,1467944,1351210,1450957,1333925,1344142,1368366,1395281,1340683,1402953,1405099,1382109,1363306,1410268,1508376,1425323,1463644,1442441,1420507,1398284,1406045,1369213,1393039,1434870,1505166,1401788,
73000:1508038,1412222,1370671,1408248,1488665,1472764,1405578,1434706,1516653,1365290,1487694,1489615,1435718,1420405,1393864,1455455,1355879,1478581,1506400,1430769,1443147,1396379,1387764,1365415,1486634,1409097,1406161,1401248,1408363,1373711,1451168,1500605,1443627,1411430,1399772,1413680,1423656,1394939,1392129,1346096,1395899,1385227,1382268,1362341,1432163,1424659,1431334,1417283,1459677,1436092,1457480,1380589,1402251,1400378,1455715,1345683,1460768,1410537,1556066,1402535,1436724,1370962,1386584,1452464,1443216,1416219,1401177,1464498,1441565,1440440,1456343,1398954,1394929,1503738,1512361,1463345,1476003,1452075,1457328,1489330,1396035,1474275,1406376,1384173,1437475,1436003,1457295,1384977,1408213,1433875,1483375,1492303,1417996,1426657,1361239,1427851,1409804,1373386,1458607,1504411,
74000:1433522,1452741,1391627,1511383,1409199,1393488,1439531,1441263,1393517,1419466,1515592,1408033,1397630,1472117,1501711,1542609,1473518,1439926,1464530,1440724,1405772,1457038,1408564,1487145,1483107,1432470,1445082,1466221,1476410,1506064,1427161,1469120,1412925,1458682,1455614,1550022,1468799,1467896,1470916,1532708,1441155,1518353,1437691,1382657,1508494,1478137,1387708,1394439,1376217,1383208,1439249,1407771,1364683,1379002,1401966,1463325,1377729,1472041,1401596,1423693,1466124,1457128,1385324,1431841,1548734,1447978,1381190,1393385,1559123,1639281,1404998,1550604,1448266,1584323,1427050,1479739,1501390,1429340,1485846,1464802,1489842,1471797,1403439,1480596,1480532,1452380,1420326,1443157,1452922,1469217,1534981,1456766,1401927,1417080,1488906,1473495,1407931,1432980,1434539,1464267,
75000:1415788,1424462,1444964,1462821,1443379,1506362,1403824,1468970,1437591,1461704,1481471,1444487,1407629,1443637,1485529,1443341,1465462,1436716,1517097,1516311,1498016,1464049,1484341,1458078,1420600,1386197,1455723,1447524,1414681,1478331,1481850,1432661,1419843,1400838,1556839,1437301,1449337,1513132,1601824,1496433,1551814,1405996,1466675,1536221,1465435,1412096,1484831,1455329,1446009,1479989,1463618,1423951,1488797,1504335,1432055,1492556,1500123,1424212,1519085,1445498,1485406,1442001,1563487,1427982,1446690,1460074,1555472,1431556,1508208,1403671,1504644,1479599,1462669,1483912,1531876,1548207,1464157,1409170,1457859,1545111,1481188,1499689,1487344,1484403,1488710,1524523,1450644,1508834,1445116,1442493,1499734,1408303,1496563,1436129,1452721,1446007,1502368,1480683,1406326,1442054,
76000:1464024,1480243,1530181,1513395,1382722,1609528,1468564,1510506,1454269,1419941,1524684,1408038,1524319,1526767,1613798,1558643,1521413,1513858,1465573,1563056,1552073,1504055,1424603,1545243,1431118,1608992,1542967,1450202,1442618,1458874,1487393,1421192,1518438,1592775,1416841,1466859,1638265,1475901,1446226,1539946,1452639,1492031,1524294,1524568,1483452,1484288,1530553,1519489,1492595,1465379,1492693,1462340,1487717,1519397,1500285,1586955,1514695,1461286,1455179,1569662,1545381,1474766,1458886,1527830,1516754,1497751,1516907,1548757,1548692,1489840,1485473,1443744,1557277,1475627,1514203,1567046,1445326,1512526,1432898,1443502,1476621,1472305,1477505,1466439,1490666,1504178,1513888,1438613,1559850,1557004,1504541,1512243,1446805,1534627,1522368,1432939,1450125,1500280,1478895,1572148,
77000:1502653,1505496,1516876,1561236,1523044,1532996,1621072,1526121,1530394,1440094,1489350,1515879,1576197,1491615,1476912,1472125,1441616,1523229,1549716,1582184,1504500,1540067,1571638,1438184,1474691,1521529,1502634,1469339,1498498,1513292,1522277,1456219,1429456,1481865,1627924,1534332,1473267,1497254,1419934,1602294,1457454,1459783,1489239,1487782,1507736,1470075,1510943,1514283,1464628,1574257,1435266,1545052,1421186,1489028,1529347,1474180,1535418,1483966,1528142,1564389,1485216,1454212,1480522,1464479,1551460,1598640,1512307,1659665,1553888,1549623,1433035,1577468,1481942,1498651,1569406,1501147,1548189,1494640,1539763,1467251,1534951,1528956,1594621,1479290,1567622,1469415,1499778,1452644,1469813,1444683,1503623,1496948,1537568,1501129,1526028,1502214,1504194,1493686,1611262,1519315,
78000:1548366,1518617,1515427,1553261,1557842,1520028,1517273,1487226,1468610,1507261,1545982,1552451,1485818,1561883,1543816,1491532,1514223,1553706,1524773,1441064,1570425,1550551,1497647,1527087,1557733,1491065,1539234,1460142,1503217,1547580,1479463,1481541,1628030,1549045,1541911,1509179,1636061,1540038,1500877,1572774,1524571,1580801,1551357,1492845,1540083,1685633,1481583,1554168,1505901,1487740,1505914,1528488,1549131,1679763,1562839,1496496,1489592,1500987,1475454,1516327,1603187,1573180,1495019,1590367,1523226,1492865,1569020,1549629,1562764,1610736,1520330,1493073,1499370,1486005,1591554,1482724,1638111,1530712,1464907,1562907,1483773,1477560,1518037,1629924,1538423,1588604,1555227,1617268,1518333,1476069,1655140,1578132,1556341,1475712,1527176,1533365,1551863,1575211,1607053,1506238,
79000:1540454,1597040,1525652,1563734,1531340,1522434,1562076,1515438,1504500,1509623,1583217,1513445,1459528,1550957,1551757,1668003,1561924,1563494,1551620,1486443,1572616,1655697,1590936,1530023,1624106,1608252,1553130,1524635,1547678,1575628,1617486,1607540,1574124,1519543,1589386,1563361,1549674,1592817,1479210,1519232,1550792,1569553,1607698,1667545,1588756,1525993,1581525,1492625,1513237,1544270,1608550,1514036,1502543,1492995,1516176,1562232,1490586,1633689,1576995,1494159,1554106,1517341,1563675,1598855,1587356,1523039,1632949,1804216,1560880,1649503,1580956,1541582,1504501,1561883,1550032,1493455,1560895,1523711,1590793,1542877,1556210,1671727,1678018,1496601,1525635,1543294,1525392,1563349,1477898,1545244,1599418,1557854,1494493,1524680,1526655,1526053,1640549,1494432,1517955,1590804,
80000:1561124,1606269,1614809,1730082,1659266,1634467,1580459,1500766,1591326,1575451,1564715,1594222,1643708,1624271,1541919,1529201,1672533,1630278,1510544,1583802,1578602,1499154,1580761,1554227,1554116,1654705,1594060,1711112,1543687,1513804,1594370,1536428,1521613,1543614,1573619,1501605,1619690,1554444,1654414,1492638,1656601,1555719,1562574,1587353,1524488,1667092,1578538,1553228,1608982,1588936,1682262,1564380,1597281,1501807,1540656,1507299,1554609,1587607,1603571,1556112,1509238,1576097,1577792,1565196,1655971,1644456,1501039,1629365,1603378,1703430,1536008,1575073,1627317,1493795,1600399,1640394,1637376,1628858,1556644,1560408,1556476,1569750,1526129,1613569,1521188,1829725,1598732,1568907,1511376,1668540,1617375,1598475,1542808,1529196,1555296,1552064,1501232,1536364,1608981,1644177,
81000:1585236,1578087,1571597,1751000,1564627,1623913,1683181,1672177,1554668,1561687,1648825,1596089,1568903,1737139,1555117,1573539,1573428,1671113,1591710,1690366,1676306,1499233,1622696,1682331,1555815,1625441,1578457,1649988,1608130,1641213,1647129,1590078,1616750,1549396,1571806,1681437,1531838,1514768,1652223,1549979,1580760,1583320,1557720,1679373,1576534,1547531,1576218,1530399,1740991,1607893,1627038,1674999,1544799,1588326,1687107,1526055,1572761,1725071,1524995,1552954,1611225,1652563,1607568,1567026,1595150,1581726,1700253,1560447,1557731,1517444,1606991,1606400,1578968,1608090,1603281,1727089,1535775,1556087,1569846,1621275,1640859,1623841,1573100,1590846,1552535,1560935,1710088,1573852,1570690,1575976,1547918,1618357,1545131,1508634,1611676,1529833,1573037,1535813,1658738,1600359,
82000:1569992,1659527,1562827,1606528,1621253,1709961,1644450,1613527,1681611,1596892,1730188,1608862,1608354,1580497,1620057,1639981,1694908,1644253,1558376,1679274,1559504,1589008,1593818,1606403,1551583,1659979,1622694,1649821,1612503,1580395,1729446,1517837,1607808,1709977,1605484,1611212,1686054,1750683,1550482,1551929,1550887,1606638,1602025,1622055,1605426,1664581,1619911,1601391,1595956,1677165,1583830,1602123,1562314,1634671,1540397,1584782,1646461,1696871,1669441,1617596,1528746,1560946,1609892,1649881,1630247,1540552,1632185,1768754,1589587,1579857,1590392,1592852,1716934,1633750,1611503,1638920,1669298,1561372,1626138,1612750,1577094,1662628,1554071,1603636,1574572,1590101,1583719,1629641,1745328,1774457,1645763,1625785,1656382,1594844,1596058,1598241,1684422,1532235,1553061,1630994,
