21000:349331,350378,381063,366554,364240,342872,352497,364064,381293,357387,346655,368508,337945,363750,366907,348312,343921,352469,423615,364820,358756,369415,349227,370690,354000,365928,358788,353192,350641,360708,366579,344190,365452,329419,348815,344464,363743,355513,357276,366273,420091,338799,368301,341638,355955,351118,341310,350435,340402,360067,345644,357386,365217,379496,350437,352563,366564,346890,352640,374354,344599,345277,378091,392571,360035,354490,362162,347374,353766,353055,348360,396652,359381,369701,366700,364976,351593,375170,358141,377384,384167,346004,367486,364290,341580,356189,343711,359634,352215,348524,348679,345369,343922,361702,353060,357508,349663,338476,343592,359675,
22000:375865,408258,383670,355317,388495,371299,368363,366370,370486,392986,395196,379759,369865,381217,381044,371589,366639,366015,383833,387148,374391,372530,360858,354795,390017,387860,379208,364990,365381,403459,370242,361020,407564,378038,372637,373843,371657,376144,376163,379247,385531,381471,375763,367934,360746,409512,374596,376559,385757,363169,380280,382660,374850,401052,394987,402192,358487,377485,424220,374448,361181,361725,426062,390690,373186,376986,377970,418792,384625,361693,374605,382661,395485,364552,384034,386636,366329,370722,362706,370846,387052,386955,388099,378794,369209,370748,383167,362531,400263,360717,378716,373518,362411,382602,375178,381286,384810,377593,372728,376186,
23000:400321,398788,393858,389582,394438,389420,384448,382504,422599,401633,397500,432616,373056,383737,423164,385365,391019,400450,407872,406219,375367,394196,411915,389996,380766,393586,376983,395481,383730,368625,391822,377096,372007,391708,403094,377644,393504,405683,378029,405427,373981,380549,419490,423139,391529,386677,392794,388396,378690,390816,431054,393388,396423,390436,400821,392368,377140,385937,389411,398097,413793,404867,391678,397109,410124,384195,373172,419067,388851,397769,407943,398145,389547,389763,397089,390842,394170,394572,390716,396624,373652,392798,416566,423991,392982,386737,414010,380830,399571,375382,397102,386976,398333,397411,396655,418013,385744,387795,392127,412010,
24000:425293,427450,430057,441484,385004,398489,423204,404646,404961,406138,404514,400091,404172,418718,410378,396878,400887,408307,418088,414660,418313,410226,413503,399860,402733,407647,420072,434562,425927,404921,401483,406184,428325,418178,398947,424263,450897,401760,400835,426680,403860,398032,407081,408994,421834,416110,412150,406679,389493,448172,432398,393394,403200,439178,449617,412392,403968,420663,419848,402643,398922,416174,444904,411052,427044,424505,422557,403272,391909,418734,406158,409118,402641,412354,406801,414910,403574,422643,426312,449049,397100,422242,399960,413390,393656,400675,422526,415836,423138,412024,406568,417950,424893,413028,429633,405350,435395,453149,414355,407986,
25000:407047,444084,426808,431025,510532,473545,429155,419929,458193,446235,431509,440538,430657,454136,452012,418895,424041,481762,442853,416840,437743,427945,436974,419506,436427,472614,455064,420497,448712,436190,411139,450493,422631,440030,449441,440371,444265,464902,432039,471922,423589,428658,411527,436421,449483,439541,436274,425879,427725,421190,434713,444483,442343,500577,414068,433668,428883,450138,406549,454925,433913,461034,433982,422243,422348,437757,429580,424655,454231,431238,425510,469292,439278,416439,426437,405219,444450,454498,399830,422966,447140,444254,417307,426594,449056,423614,441319,416608,450934,426884,440567,424199,447204,424857,431064,414540,448917,497757,479794,413682,
26000:452786,440035,459494,449097,468493,470861,469734,438098,432369,477375,463936,445556,454992,486567,448608,462809,457279,491248,453826,450905,462752,450783,451776,446568,428373,479368,498417,479506,450950,460315,444290,463329,434027,463370,447958,435071,487954,463678,474868,456666,441679,462007,485982,469180,442948,474728,460410,467926,476841,444082,457571,458800,447091,458378,463939,429931,483673,476192,438202,449857,454071,463610,453496,458590,468240,434615,437148,451257,471999,459060,453112,430759,468909,444012,456603,446416,455985,443201,461752,439145,445283,475295,455252,496380,463455,462189,429739,461184,441246,446251,462735,444601,450618,439969,460792,468438,484695,442783,462346,463380,
27000:461752,465603,471215,465097,462261,467794,473740,464410,493706,499407,454837,464454,460549,499089,464436,511373,481502,488579,484180,476641,503435,461702,456957,472123,486939,459672,456916,485141,474303,470375,464481,462105,483768,483086,460394,468007,455162,484738,465202,512594,493690,460400,472662,470393,449688,501792,462096,489924,476246,476510,478772,478661,486081,478299,477597,494564,466500,479615,473714,469543,518057,467474,504957,490105,495416,470546,478629,480235,463026,515834,466017,480206,459152,458039,476140,490923,500811,463143,481155,460726,473190,500908,461783,457106,463335,482205,474248,477340,462465,455303,502228,489017,487724,482467,465152,478515,450712,454904,448691,489346,
28000:480686,484369,518768,506398,536244,505059,482931,487452,518893,481138,494048,499717,529408,489573,487265,487906,508618,485164,500081,480598,540647,482929,490185,511854,488955,534338,502283,475580,481095,469779,498773,483653,513392,511885,496551,488899,540198,481520,575224,478501,533560,481780,531086,511350,488298,515249,510009,504363,467747,476213,512786,480268,490692,483564,514614,475212,485719,482662,499726,468602,485864,487357,502240,499037,491560,464768,496499,490551,480222,515967,496569,497608,507038,490376,471126,486024,492305,470862,464621,489518,511418,533717,543579,493442,478462,543816,538417,470558,480701,507695,499648,483474,489616,516426,472645,475111,500892,522743,472575,479485,
29000:494537,489636,493749,502573,527740,506297,521052,483398,501406,508649,536206,498854,501841,494581,508159,500823,503294,511886,538448,515925,544745,503567,510888,499374,511235,578500,497818,520372,495288,516724,508119,496282,519149,541943,510399,501891,529528,484693,486335,520274,510572,502986,498484,540726,544357,513552,516178,516722,523069,513989,519106,507422,491229,531903,511812,509136,531615,549218,502606,531159,480171,514228,536186,538082,493516,506801,498872,515206,504896,523471,521578,537562,538521,499854,509487,510076,515436,565851,543048,499771,523864,513842,510051,549645,513553,556921,507358,555515,496669,542176,504411,488234,513782,507390,493101,521059,506641,520557,535140,508022,
30000:530601,544756,580664,537008,523536,556631,536755,534318,567461,517383,558671,527733,564807,546354,508547,544838,552832,567495,547483,563728,542908,552560,564189,527462,512714,533356,539207,537412,525783,529981,519385,536057,514740,527552,539021,569226,543790,519735,532971,533109,515941,544289,548763,537169,515362,573909,556640,541489,523003,551473,517377,537694,561633,528382,551000,515184,569661,525717,564480,583312,502972,512979,515498,512466,532349,568652,571799,512126,547124,520780,534659,509918,534480,558110,509248,510215,569082,530252,541356,553451,526321,534317,510562,541110,522737,519748,528264,517739,524006,551681,533642,533325,520456,533360,526412,549742,519316,527620,534790,506822,
31000:553994,575120,527877,521001,568986,572385,532668,569783,541848,557021,564741,536500,564669,548256,552960,543791,544450,575581,550825,585758,534451,547285,535628,524540,566328,580559,536707,561550,543296,577916,584292,592720,530548,556462,538093,528684,555333,541643,534601,531802,577013,596302,563357,537978,542959,559623,531363,566021,569066,545849,542048,577837,570888,574242,572187,530044,566163,578966,551650,581706,560917,558016,615415,572049,546763,556127,566061,551652,557834,550102,520722,542186,578229,550334,541701,534813,559810,537617,525794,567342,561184,568314,550757,564350,574339,554929,551098,528359,559996,566124,569042,609737,540509,534686,571824,551256,549360,530450,556117,543318,
32000:576353,598981,579805,558085,563052,577956,578620,595634,573652,591218,589661,549201,572390,563863,562129,550362,546629,555351,624701,564641,589641,577066,567761,565871,586556,560844,543002,583277,554928,578270,557265,591660,554143,595763,597625,547880,588992,636221,567536,559770,590604,588500,548916,579709,574129,594858,615031,578629,645158,561163,575480,545110,560444,545717,601145,587702,567459,591659,573470,563039,568974,540901,577043,561643,562246,603508,548471,571276,564932,573072,545407,574759,576397,572542,551643,572008,668618,589762,549760,543118,554570,575459,547475,596146,569764,582771,567390,654088,582090,572602,553001,556251,573268,575774,576880,558988,580277,560662,648937,550242,
33000:578474,592777,615411,594256,591421,611209,613921,601163,579707,616361,596361,606387,590609,569894,613503,557418,597167,575864,575375,578638,618250,599607,602189,622825,647258,610382,627159,574573,581093,602793,594006,581034,581300,583727,569311,591428,595881,611633,615012,615150,554260,619054,590244,597233,584493,581215,581198,590475,629376,597465,583160,582216,588037,574438,591351,598794,572468,642693,601572,573129,572778,586611,600748,615474,662025,586224,578391,606162,568400,571278,562536,610071,591336,580371,577640,577762,579599,582354,590816,580133,600504,608070,610155,632570,577308,604897,581093,563546,615062,606761,572488,584816,614148,597351,578264,622713,619682,561434,572280,620563,
34000:626478,634172,593255,595557,600770,647429,618637,619700,622802,591963,590594,614800,595810,591463,621266,590819,592721,612504,597484,653405,621057,614601,593341,610693,623202,586810,648374,607614,600697,589210,613276,579685,597873,660642,585877,577871,632941,602178,609121,630616,680065,600223,594797,629496,635249,585792,633522,621132,598850,623127,640845,617944,617799,626325,586038,608614,601349,617590,637946,584830,615825,621711,618151,603096,615024,577389,633921,595562,602320,659162,599894,615234,627480,620368,623658,684402,611754,602290,631626,589658,610465,617981,659558,627165,604766,638566,594311,601674,597450,640067,586145,610697,612771,635186,600911,662779,591154,607123,637618,612245,
35000:612347,623266,636039,633525,616044,615111,589167,627873,637849,628378,647524,698846,684310,630605,637877,644098,639804,607097,607644,636483,605796,619789,673824,591360,643923,679870,618514,634783,626870,618305,635362,654967,613008,689579,656705,625051,626771,641043,650062,633672,625060,630561,617638,625526,600507,635567,612828,633965,630806,642644,642495,638507,656076,613591,617504,614968,628499,610391,660679,634768,624942,608201,636063,629959,649044,620464,682888,610487,623750,626608,605006,646662,592836,612633,654539,644113,633479,668779,649507,604096,618514,633518,627136,616562,647210,649678,648899,614067,669799,607534,621754,653316,604848,639715,597289,614807,648012,597274,608139,631750,
36000:647267,653820,623122,661688,666429,645652,707676,624438,679640,637117,645177,665520,642519,673854,682143,649990,677751,688255,717005,662339,627467,660185,630519,643638,711566,690540,668356,635108,673201,628390,648623,646366,676041,671105,639292,654732,688577,666256,642418,637055,652431,672605,681452,640002,663841,627823,653479,649451,672086,665719,662274,666024,679369,647316,649416,699141,687698,636578,637227,658068,651476,670039,634335,661162,661843,638867,675314,619971,708883,646608,668441,628155,676121,645251,673849,675158,629540,682980,646167,632440,672911,651814,651376,641907,623622,647856,648797,658198,644659,632763,667754,682492,631095,664126,628333,667550,694948,655405,654754,631663,
37000:694222,635689,638605,641232,647680,703026,730072,643826,733703,660354,642166,639771,649572,675126,695048,669726,675816,643328,655576,678081,695455,662975,687370,697073,678311,672553,665122,685829,690961,675776,674719,672194,726378,646184,682006,713673,655304,664807,671567,666451,672219,647320,690200,646858,662540,673830,684517,662776,695823,646632,680006,693291,674359,661912,720763,688440,682967,656548,663578,655481,656666,668422,659347,676554,642384,653200,721233,666773,654298,671107,701174,679926,646858,683058,705925,668487,639542,648777,683064,688010,669125,699775,693775,654543,650345,639334,670813,663724,690183,658802,650560,675297,640554,663614,657607,645796,655657,673026,679003,668443,
38000:674107,698362,660138,704082,659748,675293,714953,735812,663735,681104,708319,691849,684933,697152,659281,702895,690306,732685,687866,710240,697451,671253,688107,690917,702747,703706,705507,659511,711319,694044,676548,687822,716883,667323,726871,732402,718124,683059,693885,704602,680260,662612,734319,702554,659501,693438,659133,714583,676907,695575,698099,681254,703940,776614,737541,679847,703153,695845,692945,696191,700524,676542,709260,676250,676877,714534,664388,705962,684159,740658,716109,710170,700508,716024,655468,698451,691372,650106,691432,681801,664169,717348,696773,704563,677128,691770,723463,685329,674231,746712,653468,661271,675586,678581,716502,723022,697875,707648,650901,714500,
39000:696113,716511,745476,759997,702424,734119,685949,699810,720630,743228,702609,770669,703103,713162,693698,722738,754420,697000,689695,684996,704940,735312,783294,713313,765781,766013,682588,746101,691477,684255,691424,747601,741892,736628,709166,727761,716004,737435,682501,746502,708569,741890,723421,714135,702536,711030,710653,697551,708489,754332,731252,711688,725737,766355,716082,792563,715887,678353,744076,744682,703679,669084,717726,696434,709165,674141,753521,731372,677189,712215,715505,694400,712044,745964,718543,705623,691951,686447,740390,704175,744159,745325,785420,688714,701502,732737,734416,696306,706419,691893,740158,713068,702225,718040,695456,709826,707468,703107,694498,713419,
40000:702044,737520,793590,716813,736669,758231,724847,804984,727788,702393,697568,729138,736936,756210,764491,721242,702387,749356,708514,740822,748237,728513,714886,711765,733082,743253,724857,745331,764239,720869,715264,764895,719426,738237,701262,750875,720571,727774,704924,777004,721781,731282,750286,713690,747999,706887,725477,744118,764098,716164,757656,735197,704490,707167,751299,715641,727841,714341,725641,711993,713914,761826,762036,712979,783697,725138,715338,714866,719360,703391,769783,755562,729508,779213,716950,720681,689370,739079,728602,705318,776753,713872,735327,743903,714684,705997,778539,716299,706819,757860,728487,770954,790641,718234,706900,731382,727263,707025,720982,773114,
41000:756714,724023,748538,760880,757842,739277,740995,720704,735390,744852,796749,776300,737962,806483,781590,738843,771845,774485,736880,774367,716502,741285,811811,737775,746166,761553,744072,766763,736109,720939,742570,755610,791121,740899,777200,815101,766668,716596,776507,751630,720257,767929,719047,796551,788632,775215,753163,763716,811853,756444,724015,746638,766862,724772,791830,727244,767790,797162,743661,762048,784020,760952,760789,740106,745578,725218,738525,743378,758841,723802,752121,757187,802731,726350,738808,748109,738212,767995,779658,752911,753728,771492,803800,761474,744986,799315,786044,753478,747541,778164,735228,737665,849379,728540,735634,714588,798141,743207,753959,801932,
42000:729386,803155,798358,744447,799498,792595,762379,791667,761991,784494,792104,761200,826418,757631,763006,780270,749828,770807,772701,771498,791222,869838,863083,755018,765375,758411,737398,750881,863620,816510,786708,760748,809007,772950,726654,853862,799386,755554,824954,792373,779816,770942,789785,790422,767085,762479,822376,803681,772422,731591,743009,795291,765143,767968,749859,780053,777986,773296,769023,827143,771989,784454,736297,774953,750614,752554,819387,798436,761013,795579,741097,789565,764450,749818,743137,742698,782786,808932,740230,758774,757051,754855,776998,778430,810863,751614,810108,777727,750634,811788,770776,817237,777185,754883,772801,746277,756927,759601,776592,761400,
43000:846811,804701,794391,777399,882373,798047,795589,808232,763540,774249,779115,833013,752533,759637,802683,793498,770270,780699,762849,829818,794373,796959,826821,747384,777415,769809,809555,778319,795066,922430,796911,806180,775983,799292,786522,845833,773996,765368,825270,800227,798016,794615,791317,804737,786914,793276,772480,779404,785678,791217,759850,785608,763195,809996,796671,836812,797608,782621,785769,809523,777262,822249,787189,777669,792870,848791,788555,776556,844642,826494,773174,845553,812185,849832,796722,771509,769023,843051,792227,782125,774303,814584,804980,771992,817654,805433,771082,773853,857417,805449,785750,762729,759528,781316,860344,806004,769784,782807,781134,793977,
44000:808655,828481,887262,801898,823110,803635,802917,791867,814289,773844,782624,780767,833467,820522,799286,803201,828949,841780,848187,781479,775064,817149,775512,780914,786252,820085,872136,869101,800423,770116,779930,782394,796168,809494,782394,814222,821258,839216,820151,802575,811227,814525,888410,807837,814876,819364,809972,862821,814570,806833,824188,794293,878236,888966,796755,811283,782186,863219,790721,855143,820925,818528,844582,824369,795000,854452,794456,801678,795232,800374,793750,784228,770567,786421,840706,815002,816752,848447,841978,856491,803568,821980,811498,789003,843323,808526,816280,856141,852190,796109,834671,827887,854612,799644,824095,819182,814367,842731,824811,817666,
45000:830094,820776,812357,794363,822490,870478,862692,854723,865077,867256,851853,795114,822673,818859,849053,825531,857880,806637,885230,875946,796282,810153,823129,865392,880523,850231,833273,886523,800718,803839,834471,912830,851659,835985,844930,836807,869632,853745,846239,806300,821908,868045,916506,850627,828551,810014,839921,795802,838032,841452,798411,838825,850652,869939,867305,827390,789461,824955,922340,827140,811850,866454,807685,860575,827775,886824,821961,815753,807309,843567,814817,809967,887987,818038,856346,821278,871655,799214,899555,954977,841213,851663,820208,887655,873950,794649,848302,813205,814359,889570,821841,813384,803555,812894,874377,831842,854694,831391,823646,825840,
46000:926426,852231,816887,843292,882381,838626,820932,910634,830369,854886,864238,842742,863672,831506,840163,822661,840067,809196,843707,839060,926761,882216,885074,861997,873293,816678,869911,871194,930832,843761,825412,868841,909094,865435,834829,816388,862344,853366,837308,870393,887509,863971,833653,848814,851423,840454,835076,860137,860259,841162,835504,834832,842075,844338,863558,825338,820969,859977,854111,880127,915648,815132,869740,884210,859209,848426,853094,887954,921397,907395,909502,846429,855200,889860,833513,838482,936446,879839,857196,872214,863757,953625,941709,827980,878529,842355,879189,840004,857303,851532,840059,833330,858173,860222,822034,902906,896433,880426,824353,842541,
